,Madrigal,Composer single madrigal,Voices,Keywords,Composer collection,Keywords_en
4809,Ma se tempo gia mai verra,Giro. Conuerso,4; 5; 6; 7,"['tempo', 'gia', 'mai', 'verra']",Musica divina (Phalèse),"['time', 'never']"
4810,Ahi chi mi romp’il sono (seconda parte: Di ch’ella mosso),Filippo de Monte,4; 5; 6; 7,"['ahi', 'romp’il', '(seconda', 'parte', 'ch’ella', 'mosso)']",Musica divina (Phalèse),"['ahi', ""romp'il"", '(second', 'part', ""ch'ella"", 'mosso)']"
4811,Cara la vita mia (seconda parte: Poi che con gl’occh’io veggio l’aria suaue),Giaches de Vuert,4; 5; 6; 7,"['cara', 'vita', '(seconda', 'parte', 'poi', 'gl’occh’io', 'veggio', 'l’aria', 'suaue)']",Musica divina (Phalèse),"['dear', 'life', '(second', 'part', 'see', 'soft', 'air', 'eyes)']"
4812,Par mi veder la bella donna mia,Noë Faignient,4; 5; 6; 7,"['veder', 'bella', 'donna']",Musica divina (Phalèse),"['seem', 'see', 'beautiful', 'woman']"
4813,Erano i capei d’or à l’aura sparsi (seconda parte: Non era l’audar suo cosa mortale),Gio. Maria Nanino,4; 5; 6; 7,"['capei', 'd’or', 'l’aura', 'sparsi', '(seconda', 'parte', 'l’audar', 'cosa', 'mortale)']",Musica divina (Phalèse),"['capei', ""d'or"", ""l'aura"", 'scattered', '(second', 'part', ""l'audar"", 'cosa', 'mortal)']"
4814,Vestiua i colli e le campagn’intorno (seconda parte: Cosi le chiome mie suauemente),Giannetto Palestina,4; 5; 6; 7,"['vestiua', 'colli', 'campagn’intorno', '(seconda', 'parte', 'cosi', 'chiome', 'suauemente)']",Musica divina (Phalèse),"['dressed', 'hills', 'surrounding', 'countryside', '(second', 'part', 'locks', 'softly)']"
4815,Caro dolce ben mio perche fuggire,Andrea Gabrieli,4; 5; 6; 7,"['caro', 'dolce', 'ben', 'perche', 'fuggire']",Musica divina (Phalèse),"['dear', 'sweet', 'love', 'run', 'away']"
4816,Ogni loco mi porge dogli e pianto,D’incerto,4; 5; 6; 7,"['ogni', 'loco', 'porge', 'dogli', 'pianto']",Musica divina (Phalèse),"['every', 'place', 'gives', 'sorrows', 'tears']"
4817,Poscia che per mio mal,D’incerto,4; 5; 6; 7,"['poscia', 'mal']",Musica divina (Phalèse),"['poscia', 'bad']"
4818,Sappi Signor che Lidia son io,Pietro Vinci,4; 5; 6; 7,"['sappi', 'signor', 'lidia']",Musica divina (Phalèse),"['know', 'lord', 'lidia']"
4819,Sola soletta i me ne vo,Giro. Conuerso,4; 5; 6; 7,"['sola', 'soletta', 'vo']",Musica divina (Phalèse),"[""i'm"", 'leaving', 'alone']"
4820,Chi fara fed’ al cielo,Alessandro Striggio,4; 5; 6; 7,"['fara', 'fed’', 'cielo']",Musica divina (Phalèse),"['feed', 'sky']"
4821,Liquide perle amor,Luca Marenzio,4; 5; 6; 7,"['liquide', 'perle', 'amor']",Musica divina (Phalèse),"['liquid', 'pearl', 'love']"
4822,Sei tanto gratioso,Giouan Ferretti,4; 5; 6; 7,"['tanto', 'gratioso']",Musica divina (Phalèse),['grateful']
4823,Donna crudel tu m’hai rubat’il core,Giouan Ferretti,4; 5; 6; 7,"['donna', 'crudel', 'm’hai', 'rubat’il', 'core']",Musica divina (Phalèse),"['cruel', 'woman', 'stole', 'heart']"
4824,Come poss’io morir se non ho vita,Gio. Ferretti,4; 5; 6; 7,"['poss’io', 'morir', 'vita']",Musica divina (Phalèse),['life']
4825,Di coralli e di perle,Gio. De Macque,4; 5; 6; 7,"['coralli', 'perle']",Musica divina (Phalèse),"['corals', 'pearls']"
4826,Sedendo in su l’arena,Gio. De Macque,4; 5; 6; 7,"['sedendo', 'l’arena']",Musica divina (Phalèse),"['sitting', 'arena']"
4827,Non so s’Amor m’inganna (seconda parte: Anzino ch’ombr’e sol d’vna fallace promessa,,4; 5; 6; 7,"['s’amor', 'm’inganna', '(seconda', 'parte', 'anzino', 'ch’ombr’e', 'sol', 'd’vna', 'fallace', 'promessa']",Musica divina (Phalèse),"[""s'amor"", ""m'inganna"", '(second', 'part', 'anzino', ""ch'ombr'e"", 'sol', ""d'vna"", 'fallacious', 'promise']"
4828,terza parte: Cessi pur l’ombra e’l timor folle insieme Fugga dal cor),Stefano Felis,4; 5; 6; 7,"['terza', 'parte', 'cessi', 'pur', 'l’ombra', 'e’l', 'timor', 'folle', 'insieme', 'fugga', 'cor)']",Musica divina (Phalèse),"['third', 'part', 'cease', 'shadow', 'mad', 'fear', 'together', 'fugga', 'cor)']"
4829,Amorosi pensieri,Filippo de Monte,4; 5; 6; 7,"['amorosi', 'pensieri']",Musica divina (Phalèse),"['loving', 'thoughts']"
4830,Moriro di dolor prima ch’io veggia,Gio. De Macque,4; 5; 6; 7,"['moriro', 'dolor', 'prima', 'ch’io', 'veggia']",Musica divina (Phalèse),"['pain', 'see']"
4831,Se pensand’al partir,Gio. Piero Manenti,4; 5; 6; 7,"['pensand’al', 'partir']",Musica divina (Phalèse),"['thought', 'leaving']"
4832,Qvesta fera gentil,Giouan Ferretti,4; 5; 6; 7,"['qvesta', 'fera', 'gentil']",Musica divina (Phalèse),"['qvesta', 'fera', 'gentle']"
4833,Partirò dunque,Alessandro Striggio,4; 5; 6; 7,"['partirò', 'dunque']",Musica divina (Phalèse),['leave']
4834,Sv sù sù non piu dormir,Gio. Ferretti,4; 5; 6; 7,"['sv', 'sù', 'sù', 'piu', 'dormir']",Musica divina (Phalèse),"['sv', 'sleep']"
4835,Ecco ch’io lass’il core,D’incerto,4; 5; 6; 7,"['ecco', 'ch’io', 'lass’il', 'core']",Musica divina (Phalèse),"['behold', ""lass'il"", 'core']"
4836,La dolce vista a me si dolcemente,Filippo de Monte,4; 5; 6; 7,"['dolce', 'vista', 'dolcemente']",Musica divina (Phalèse),"['sweet', 'sight', 'softly']"
4837,Se pensand’al partir,Gio. Piero Manenti,4; 5; 6; 7,"['pensand’al', 'partir']",Musica divina (Phalèse),"['thought', 'leaving']"
4838,Poi ch’el mio largo pianto,Filippo de Monte,4; 5; 6; 7,"['poi', 'ch’el', 'largo', 'pianto']",Musica divina (Phalèse),"['wide', 'weeping']"
4839,Il vag’e lieto aspetto che gia lasso mirai,Gio. De Macque,4; 5; 6; 7,"['vag’e', 'lieto', 'aspetto', 'gia', 'lasso', 'mirai']",Musica divina (Phalèse),"['vague', 'happy', 'expectation', 'already', 'gazed']"
4840,Corrette tutti quanti,Gio. Ferretti,4; 5; 6; 7,['corrette'],Musica divina (Phalèse),"['correct', 'everyone']"
4841,Leggiadre Ninfe (seconda parte: Il dolc’e desiato frutt’ho colto),Filippo de Monte,4; 5; 6; 7,"['leggiadre', 'ninfe', '(seconda', 'parte', 'dolc’e', 'desiato', 'frutt’ho', 'colto)']",Musica divina (Phalèse),"['graceful', 'nymphs', '(second', 'part', 'sweet', 'desired', 'fruit', 'caught)']"
4842,Alla mia dolce e vaga Donn’intorno,Alessandro Striggio,4; 5; 6; 7,"['dolce', 'vaga', 'donn’intorno']",Musica divina (Phalèse),"['around', 'sweet', 'lovely', 'woman']"
4843,Di pensier in pensier,Orlando di Lasso,4; 5; 6; 7,"['pensier', 'pensier']",Musica divina (Phalèse),"['thought', 'thought']"
4844,Non rumor di ta[m]buri o son di tro[m]be,Alessandro Striggio,4; 5; 6; 7,"['rumor', 'ta[m]buri', 'tro[m]be']",Musica divina (Phalèse),"['noise', 'ta[m]buri', 'sound', 'trumpets']"
4845,Fra belle Ninfe in vn bel prato adorno,Gio. De Macque,4; 5; 6; 7,"['fra', 'belle', 'ninfe', 'vn', 'bel', 'prato', 'adorno']",Musica divina (Phalèse),"['among', 'beautiful', 'nymphs', 'beautiful', 'lawn', 'adorned']"
4846,Di fauille d’Amor di riuerenza,Stefano Felis,4; 5; 6; 7,"['fauille', 'd’amor', 'riuerenza']",Musica divina (Phalèse),"['fauille', ""d'amor"", 'riverenza']"
4847,Anima doue vai doue mi lassi,Filippo de Monte,4; 5; 6; 7,"['anima', 'doue', 'vai', 'doue', 'lassi']",Musica divina (Phalèse),"['soul', 'doue', 'go', 'doue', 'lassi']"
4848,Tempr’homai l’ira Filippo de Monte,,4; 5; 6; 7,"['tempr’homai', 'l’ira', 'filippo', 'monte']",Musica divina (Phalèse),"['tempr', 'rice', 'l', 'irra']"
4849,"Bianchi Cigni, e canori (seconda parte: Alzate il novo Lauro oltra le stelle",,6,"['bianchi', 'cigni', 'canori', '(seconda', 'parte', 'alzate', 'novo', 'lauro', 'oltra', 'stelle']",,"['white', 'swans', 'songbirds', '(second', 'part', 'raise', 'new', 'lauro', 'beyond', 'stars']"
4850,"terza parte: Guidate dolci, & amorosi balli)",Luca Marentio,6,"['terza', 'parte', 'guidate', 'dolci', '&', 'amorosi', 'balli)']",,"['third', 'part', 'drive', 'sweet', '&', 'amorous', 'dances)']"
4851,"Cresci, pianta novella",Costanzo Porta,6,"['cresci', 'pianta', 'novella']",,"['grow', 'new', 'plant']"
4852,Già primavera di vari colori,Giovan Battista Lucatello,6,"['già', 'primavera', 'vari', 'colori']",,"['already', 'spring', 'various', 'colors']"
4853,Io vidi Amor con pargoletta mano,Giovanni di Macque,6,"['vidi', 'amor', 'pargoletta', 'mano']",,"['saw', 'amor', 'little', 'hand']"
4854,Verde Lauro è’l mio core,Filippo di Monte,6,"['verde', 'lauro', 'è’l', 'core']",,"['verde', 'lauro', 'core']"
4855,"Cresci, bel, verde Alloro",Leonardo Meldert,6,"['cresci', 'bel', 'verde', 'alloro']",,"['grow', 'beautiful', 'green', 'laurel']"
4856,La giovinetta scorza,Lelio Bertani,6,"['giovinetta', 'scorza']",,"['young', 'lady', 'peels']"
4857,Chi vuol veder nel verde,Antonio Orlandini,6,"['vuol', 'veder', 'verde']",,"['wants', 'see', 'green']"
4858,"Da i puri loro, e limpidi cristalli",Gio: Maria Nanino,6,"['puri', 'limpidi', 'cristalli']",,"['give', 'pure', 'clear', 'crystals']"
4859,"Ninfe leggiadre, e voi almi Pastori",Giaches VVert,6,"['ninfe', 'leggiadre', 'almi', 'pastori']",,"['graceful', 'nymphs', 'kind', 'shepherds']"
4860,Verder Lauro gentil gradito in Cielo,Annibal Stabile,6,"['verder', 'lauro', 'gentil', 'gradito', 'cielo']",,"['verder', 'lauro', 'gentle', 'welcome', 'heaven']"
4861,Liete le Muse à l’ombra,Francesco Rovigo,6,"['liete', 'muse', 'l’ombra']",,"['liete', 'muse', 'shade']"
4862,Ecco il bel Lauro verde,Luzzasco Luzzaschi,6,"['ecco', 'bel', 'lauro', 'verde']",,"['beautiful', 'green', 'lauro']"
4863,Dal mio Lauro novello,Spirto da Reggio,6,"['lauro', 'novello']",,"['new', 'lauro']"
4864,Da questo novo Lauro Prendon le verdeggianti,Francesco Soriano,6,"['novo', 'lauro', 'prendon', 'verdeggianti']",,"['new', 'lauro', 'prendon', 'verdant']"
4865,"Pianta gentil, che co’ bei rami ascendi",Nicoló Peruve,6,"['pianta', 'gentil', 'co’', 'rami', 'ascendi']",,"['gentle', 'plant', 'ascends', 'beautiful', 'branches']"
4866,"Spargan Flora, e Giunon tranquille",Ruggiero Giovanelli,6,"['spargan', 'flora', 'giunon', 'tranquille']",,"['spargan', 'flora', 'giunon', 'calm']"
4867,"Verdi piagge, fiorite, Cui sempre intorno gira",Bartolomeo Roy,6,"['verdi', 'piagge', 'fiorite', 'sempre', 'intorno', 'gira']",,"['green', 'flowery', 'beaches', 'always', 'revolve', 'around']"
4868,Lascian le fresche linfe,Horatio Vecchi,6,"['lascian', 'fresche', 'linfe']",,"['leave', 'fresh', 'sap']"
4869,"Laura, che’l verde Lauro, e l’aurea spoglia",Ascanio Trombetti,6,"['laura', 'che’l', 'verde', 'lauro', 'l’aurea', 'spoglia']",,"['laura', ""che'l"", 'verde', 'lauro', 'gold', 'bare']"
4870,Tra verdi rami d’un novello Alloro,Hippolito Fiorino,6,"['verdi', 'rami', 'd’un', 'novello', 'alloro']",,"['among', 'green', 'branches', 'new', 'laurel']"
4871,Felice primavera Di bei pensier fiorisce nel mio core,Paolo Virchi,6,"['felice', 'primavera', 'pensier', 'fiorisce', 'core']",,"['happy', 'spring', 'beautiful', 'thoughts', 'bloom', 'heart']"
4872,Mentr’io fuggia schernito,Alessandro Milleville,6,"['mentr’io', 'fuggia', 'schernito']",,"['flee', 'mocked']"
4873,Del secco incolto Lauro,Gio. Battista Moscaglia,6,"['secco', 'incolto', 'lauro']",,"['dry', 'uncultivated', 'lauro']"
4874,"Cari, leggiadri, & amorosi augelli",Paolo Isnardi,6,"['cari', 'leggiadri', '&', 'amorosi', 'augelli']",,"['dear', 'graceful', '&', 'loving', 'greetings']"
4875,"Amor, se, tua mercè, d’un secco Lauro",Jacopo Corfini,6,"['amor', 'mercè', 'd’un', 'secco', 'lauro']",,"['love', 'mercy', 'dry', 'lauro']"
4876,"D’un novo, e verde Lauro",Gioanni Cavaccio,6,"['d’un', 'novo', 'verde', 'lauro']",,"['new', 'lauro', 'green']"
4877,Come il Lauro non perde,Leandro Mira,6,"['lauro', 'perde']",,"['like', 'lauro', 'lose']"
4878,"Amor, che vide un giorno",Paulo Bellasio,6,"['amor', 'vide', 'giorno']",,"['amor', 'saw', 'one', 'day']"
4879,Sovra le verdi chiome,Andrea Ruotta,6,"['sovra', 'verdi', 'chiome']",,"['green', 'foliage']"
4880,Quanto felici sete Leggiadretti pastori,Filippo Nicoletti,6,"['felici', 'sete', 'leggiadretti', 'pastori']",,"['happy', 'graceful', 'shepherds']"
4881,Vestiva i colli (seconda parte: Cosi le chiome mie),Gianetto Palestina,5,"['vestiva', 'colli', '(seconda', 'parte', 'cosi', 'chiome', 'mie)']",,"['wore', 'hills', '(second', 'part', 'locks)']"
4882,Mirami vita mia,Claudio da Correggio,5,"['mirami', 'vita']",,"['look', 'life']"
4883,Erano i capei d’oro (seconda parte: Non era l'andar suo),Gio: Maria Nanino,5,"['capei', 'd’oro', '(seconda', 'parte', ""l'andar"", 'suo)']",,"['golden', 'capes', '(second', 'part', 'going)']"
4884,Morir non puo’l mio core,Gio: Maria Nanino,5,"['morir', 'puo’l', 'core']",,"['heart', 'cannot']"
4885,Mentre ti fui si grato,Gio: Maria Nanino,5,"['mentre', 'grato']",,['grateful']
4886,Che poi [tu farmi],Rugero Giovanelli,5,"['poi', '[tu', 'farmi]']",,"['[you', 'make', 'me]']"
4887,Cantai mentre ch’i arsi,Cipriano Rore,5,"['cantai', 'mentre', 'ch’i', 'arsi']",,"['sang', 'burned']"
4888,Da le perle e rubini,Claudio da Correggio,5,"['perle', 'rubini']",,"['pearls', 'rubies']"
4889,Amor deh dimmi come,Gio: Maria Nanino,5,"['amor', 'deh', 'dimmi']",,"['love', 'tell']"
4890,Cari scogli dilett’e fide arene (seconda parte: O solitari colli),Filippo di Monte,5,"['cari', 'scogli', 'dilett’e', 'fide', 'arene', '(seconda', 'parte', 'solitari', 'colli)']",,"['dear', 'beloved', 'rocks', 'faithful', 'arenas', '(second', 'part', 'solitary', 'hills)']"
4891,Che fai alma che pensi (seconda parte: Tal'hor tace la lingua),Filippo di Monte,5,"['alma', 'pensi', '(seconda', 'parte', ""tal'hor"", 'tace', 'lingua)']",,"['alma', 'pensi', '(second', 'part', ""tal'hor"", 'silent', 'tongue)']"
4892,Amor mi strugge'l cor,Orlando lasso,5,"['amor', ""strugge'l"", 'cor']",,"['amor', 'struggle']"
4893,Cara la vita mia,Giaches Vvert,5,"['cara', 'vita']",,"['dear', 'life']"
4894,Datemi pace o duri miei pensieri,Gio. Domenico di Nola,5,"['datemi', 'pace', 'duri', 'pensieri']",,"['give', 'peace', 'hard', 'thoughts']"
4895,Invidioso amor del mio bel stato,Alesandro Striggio,5,"['invidioso', 'amor', 'bel', 'stato']",,"['envious', 'love', 'beautiful', 'state']"
4896,Ahi chi mi rompe il sonno (seconda parte: Di ch’ella mossa),Filippo di Monte,5,"['ahi', 'rompe', 'sonno', '(seconda', 'parte', 'ch’ella', 'mossa)']",,"['ouch', 'breaks', 'sleep', '(second', 'part', ""ch'ella"", 'move)']"
4897,Tirsi morir volea (seconda parte: Frenò tirsi il desio),Lucha Marenzio,5,"['tirsi', 'morir', 'volea', '(seconda', 'parte', 'frenò', 'tirsi', 'desio)']",,"['tirsi', 'died', 'volea', '(second', 'part', 'frenò', 'tirsi', 'desio)']"
4898,Che fa hoggi il mio sole,Lucca Marentio,5,"['fa', 'hoggi', 'sole']",,"['sun', 'today?']"
4899,Volsi hor non voglio (seconda parte: Gratia e bellezza),Filippo di Monte,5,"['volsi', 'hor', 'voglio', '(seconda', 'parte', 'gratia', 'bellezza)']",,"['volsi', 'hor', 'want', '(second', 'part', 'gratia', 'beauty)']"
4900,Alma susana ben felic’il core,Cipriano Rore,5,"['alma', 'susana', 'ben', 'felic’il', 'core']",,"['alma', 'susana', 'heart', 'happy']"
4901,Euro gentil se d’amoroso ardore (seconda parte: Et in sembiante),Orlando Lasso,5,"['euro', 'gentil', 'd’amoroso', 'ardore', '(seconda', 'parte', 'sembiante)']",,"['euro', 'gentil', ""d'amoroso"", 'ardore', '(second', 'part', 'sembiante)']"
4902,"Ardo si, Ma no[n] t’amo",FILIPPO DI MONTE,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4903,"Ardo si, Ma no[n] t’amo",CONSTANTIO PORTA,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4904,"Ardo si, ma non t’amo",MARCO ANTONIO INGEGNIERI,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4905,"Ardo si, ma non t’amo",MICHELE VAROTTO,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4906,"Ardo si, ma no[n] t’amo",FRANCESCO ROVIGO,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4907,"Ardo si, ma non t’amo",DIL MEDESIMO,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4908,"Ardo si, ma non t’amo",LELIO BERTANI,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4909,"Ardo si, ma no[n] t’amo",GIAC. REGNART,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4910,"Ardo si, ma no[n] t’amo",GIOVANNI CAVACCIO,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4911,"Ardo si, ma no[n] t’amo",GIORGIO FLORIO,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4912,"Ardo si, ma non t’amo",GASPARO COSTA,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4913,"Ardo si, ma no[n] t’amo",PAOLO MASNELLI,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4914,"Ardo si, ma non t’amo",BERNARDINO MOSTO,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4915,"Ardo si, ma non t’amo",PIETRO RAGNO,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4916,"Ardo si, ma no[n] t’amo",VICT. RAI.,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4917,"Ardo si, ma non t’amo",GIVLIO RICCIO,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4918,"Ardo si, ma non t’amo",LEONARDO LECHNER,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4919,"Ardo si, ma non t’amo",FRANCESCO SALE.,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4920,"Ardo si, ma no[n] t’amo",FLAVIO RICCI,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4921,"Ardo si, ma no[n] t’amo",ORLANDO LASSO,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4922,"Ardo si, ma no[n] t’amo",GIOVANNI FOSSA,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4923,"Ardo si, ma no[n] t’amo",ANTONIO MORARI,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4924,"Ardo si, ma no[n] t’amo",IOSEFO ASCANII,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4925,"Ardo si, ma non t’amo",DIL MEDESIMO,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4926,"Ardo si, ma non t’amo",FILENO CORNAZZANI,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4927,"Ardo si, ma no[n] t’amo",ALBERTO MVSSOTTO,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4928,"Ardo si, ma non t’amo",FERDINANDO LASSO,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4929,"Ardo si, ma non t’amo",RIDOLFO LASSO,,"['ardo', 't’amo']",,"['burn', 'yes', 'love']"
4930,"Ardo si, ma no[n] t’amo",FERDINANDO PAGANI,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4931,"Ardo si, ma no[n] t’amo",GIVLIO GIGLI DA IMMOLA,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4932,"Ardo si, ma no[n] t’amo",ORLANDO LASSO,,"['ardo', 'no[n]', 't’amo']",,"['yes', 'burn', ""don't]"", 'love']"
4933,Mentre ti fui si grato,M. Gio. Nanino,5,"['mentre', 'grato']",,['grateful']
4934,Mentre ti fui si cara,M. Gio. Batista Moscaglia,5,"['mentre', 'cara']",,['dear']
4935,Hor plen d’altro desio,M. Luca Marenzio,5,"['hor', 'plen', 'd’altro', 'desio']",,"['hor', 'plen', ""d'altro"", 'desio']"
4936,Hor vn laccio vn’ardore,M. Gio Macque,5,"['hor', 'vn', 'laccio', 'vn’ardore']",,"['hor', 'vn', 'snare', ""vn'ardore""]"
4937,Lasso dunque che fia,Francesco Soriano,5,"['lasso', 'dunque', 'fia']",,['let']
4938,Benche senza mentire,M. Anibale zoilo,5,"['benche', 'senza', 'mentire']",,"['although', 'without', 'lying']"
4939,O bella Ninfa mia ch’al fuoco spento,Gianetto Palestino,5,"['bella', 'ninfa', 'ch’al', 'fuoco', 'spento']",,"['beautiful', 'nymph', 'extinguished', 'fire']"
4940,Poi che’l mio Amor v’annoia,M. Gio. Maria Nanino,5,"['poi', 'che’l', 'amor', 'v’annoia']",,"['since', 'love', 'bores']"
4941,Qval vaga pastorella,Anibale stabile,5,"['qval', 'vaga', 'pastorella']",,"['qval', 'wanders', 'shepherdess']"
4942,Se dal soaue & amoroso sguardo,Gio. Andrea Dragoni,5,"['soaue', '&', 'amoroso', 'sguardo']",,"['soaue', '&', 'loving', 'look']"
4943,Per rapidissime onde spalme l’alto desio,Gio. Batista Moscaglia,5,"['rapidissime', 'onde', 'spalme', 'l’alto', 'desio']",,"['rapid', 'waves', 'spreads', 'high', 'desire']"
4944,Mentre s’inperla e’nfiora,Paulo Bellasio,5,"['mentre', 's’inperla', 'e’nfiora']",,"['pearled', 'flowers']"
4945,L’aurora e’l giorno e’l sole,M. Gio. M. Nanino,5,"['l’aurora', 'e’l', 'giorno', 'e’l', 'sole']",,"['dawn', 'day', 'sun']"
4946,Vna bianca ceruetta Il cui bell collo intorno,Bartolomeo Roy,5,"['vna', 'bianca', 'ceruetta', 'bell', 'collo', 'intorno']",,"['vna', 'white', 'ceruetta', 'whose', 'beautiful', 'neck', 'around']"
4947,In quel ben nato auenturoso giorno,Lucca Marentio,5,"['quel', 'ben', 'nato', 'auenturoso', 'giorno']",,"['well', 'born', 'happy', 'day']"
